"GZTD_taxonID","scientificName","acceptedNameUsageID","acceptedNameUsage","taxonRank","kingdom","phylum","class","order","family","genus","majorgroup","GZTD_nrecords","SpecCode"
2661,"Pleurobrachia pileus","urn:lsid:marinespecies.org:taxname:106386","Pleurobrachia pileus (O. F. Müller, 1776)","Species","Animalia","Ctenophora","Tentaculata","Cydippida","Pleurobrachiidae","Pleurobrachia","Ctenophore",65,60715
2663,"Thalassocalyce","urn:lsid:marinespecies.org:taxname:238010","Thalassocalyce Madin & Harbison, 1978","Genus","Animalia","Ctenophora","Tentaculata","Thalassocalycida","Thalassocalycidae","Thalassocalyce","Ctenophore",1,
2664,"Thalassocalyce inconstans","urn:lsid:marinespecies.org:taxname:265827","Thalassocalyce inconstans Madin & Harbison, 1978","Species","Animalia","Ctenophora","Tentaculata","Thalassocalycida","Thalassocalycidae","Thalassocalyce","Ctenophore",7,60721
2667,"Velamen","urn:lsid:marinespecies.org:taxname:106333","Velamen Krumbach, 1925","Genus","Animalia","Ctenophora","Tentaculata","Cestida","Cestidae","Velamen","Ctenophore",2,
2668,"Velamen parallelum","urn:lsid:marinespecies.org:taxname:106364","Velamen parallelum (Fol, 1869)","Species","Animalia","Ctenophora","Tentaculata","Cestida","Cestidae","Velamen","Ctenophore",5,60758
2669,"Alatina alata","urn:lsid:marinespecies.org:taxname:289378","Alatina alata (Reynaud, 1830)","Species","Animalia","Cnidaria","Cubozoa","Carybdeida","Carybdeidae","Alatina","Cubozoan",1,89034
2671,"Carybdea marsupialis","urn:lsid:marinespecies.org:taxname:135279","Carybdea marsupialis (Linnaeus, 1758)","Species","Animalia","Cnidaria","Cubozoa","Carybdeida","Carybdeidae","Carybdea","Cubozoan",4,89042
2672,"Carybdea rastonii","urn:lsid:marinespecies.org:taxname:287143","Carybdea rastonii Haacke, 1886","Species","Animalia","Cnidaria","Cubozoa","Carybdeida","Carybdeidae","Carybdea","Cubozoan",1,44992
2678,"Chironex fleckeri","urn:lsid:marinespecies.org:taxname:289593","Chironex fleckeri Southcott, 1956","Species","Animalia","Cnidaria","Cubozoa","Chirodropida","Chirodropidae","Chironex","Cubozoan",1,45444
2681,"Chiropsalmus quadrumanus","urn:lsid:marinespecies.org:taxname:157924","Chiropsalmus quadrumanus (F. Muller, 1859)","Species","Animalia","Cnidaria","Cubozoa","Chirodropida","Chiropsalmidae","Chiropsalmus","Cubozoan",2,44993
2682,"Chiropsoides","urn:lsid:marinespecies.org:taxname:267311","Chiropsoides Southcott, 1956","Genus","Animalia","Cnidaria","Cubozoa","Chirodropida","Chiropsalmidae","Chiropsoides","Cubozoan",2,
2683,"Chiropsoides quadrigatus","urn:lsid:marinespecies.org:taxname:289597","Chiropsoides quadrigatus (Haeckel, 1880)","Species","Animalia","Cnidaria","Cubozoa","Chirodropida","Chiropsalmidae","Chiropsoides","Cubozoan",1,
2685,"Tripedalia cystophora","urn:lsid:marinespecies.org:taxname:291241","Tripedalia cystophora Conant, 1897","Species","Animalia","Cnidaria","Cubozoa","Carybdeida","Tripedaliidae","Tripedalia","Cubozoan",1,45442
2687,"Acanthephyra","urn:lsid:marinespecies.org:taxname:107018","Acanthephyra A. Milne-Edwards, 1881","Genus","Animalia","Arthropoda","Malacostraca","Decapoda","Acanthephyridae","Acanthephyra","Decapod",2,
2688,"Acanthephyra acanthitelsonis","urn:lsid:marinespecies.org:taxname:240809","Acanthephyra acanthitelsonis Spence Bate, 1888","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Acanthephyridae","Acanthephyra","Decapod",5,25548
2689,"Acanthephyra curtirostris","urn:lsid:marinespecies.org:taxname:107579","Acanthephyra curtirostris Wood-Mason in Wood-Mason & Alcock, 1891","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Acanthephyridae","Acanthephyra","Decapod",27,25542
2690,"Acanthephyra eximia","urn:lsid:marinespecies.org:taxname:564909","Acanthephyra eximia SI Smith, 1884","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Acanthephyridae","Acanthephyra","Decapod",3,25545
2691,"Acanthephyra pelagica","urn:lsid:marinespecies.org:taxname:107581","Acanthephyra pelagica (Risso, 1816)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Acanthephyridae","Acanthephyra","Decapod",4,25540
2692,"Acanthephyra prionota","urn:lsid:marinespecies.org:taxname:210437","Acanthephyra prionota Foxton, 1971","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Acanthephyridae","Acanthephyra","Decapod",1,
2693,"Acanthephyra purpurea","urn:lsid:marinespecies.org:taxname:107582","Acanthephyra purpurea A. Milne-Edwards, 1881","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Acanthephyridae","Acanthephyra","Decapod",32,25539
2694,"Acanthephyra quadrispinosa","urn:lsid:marinespecies.org:taxname:210438","Acanthephyra quadrispinosa Kemp, 1939","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Acanthephyridae","Acanthephyra","Decapod",5,20715
2695,"Acanthephyra stylorostratis","urn:lsid:marinespecies.org:taxname:107583","Acanthephyra stylorostratis (Spence Bate, 1888)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Acanthephyridae","Acanthephyra","Decapod",4,25546
2697,"Acetes","urn:lsid:marinespecies.org:taxname:158343","Acetes H. Milne Edwards, 1830","Genus","Animalia","Arthropoda","Malacostraca","Decapoda","Sergestidae","Acetes","Decapod",1,
2698,"Acetes japonicus","urn:lsid:marinespecies.org:taxname:210646","Acetes japonicus Kishinouye, 1905","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Sergestidae","Acetes","Decapod",1,25421
2700,"Allosergestes pectinatus","urn:lsid:marinespecies.org:taxname:514112","Allosergestes pectinatus (Sund, 1920)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Sergestidae","Allosergestes","Decapod",6,25445
2701,"Allosergestes sargassi","urn:lsid:marinespecies.org:taxname:514114","Allosergestes sargassi (Ortmann, 1893)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Sergestidae","Allosergestes","Decapod",4,25447
2702,"Alpheidae","urn:lsid:marinespecies.org:taxname:106776","Alpheidae Rafinesque, 1815","Family","Animalia","Arthropoda","Malacostraca","Decapoda","Alpheidae",,"Decapod",1,
2704,"Alpheus","urn:lsid:marinespecies.org:taxname:106978","Alpheus Fabricius, 1798","Genus","Animalia","Arthropoda","Malacostraca","Decapoda","Alpheidae","Alpheus","Decapod",1,
2705,"Amalopenaeus elegans","urn:lsid:marinespecies.org:taxname:584920","Amalopenaeus elegans SI Smith, 1882","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Benthesicymidae","Amalopenaeus","Decapod",3,25531
2706,"Anomura","urn:lsid:marinespecies.org:taxname:106671","Anomura MacLeay, 1838","Infraorder","Animalia","Arthropoda","Malacostraca","Decapoda",,,"Decapod",1,
2708,"Argis alaskensis","urn:lsid:marinespecies.org:taxname:515536","Argis alaskensis (Kingsley, 1883)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Crangonidae","Argis","Decapod",1,24684
2710,"Axiidae","urn:lsid:marinespecies.org:taxname:106798","Axiidae Huxley, 1879","Family","Animalia","Arthropoda","Malacostraca","Decapoda","Axiidae",,"Decapod",1,
2712,"Benthesicymidae","urn:lsid:marinespecies.org:taxname:106726","Benthesicymidae Wood-Mason in Wood-Mason & Alcock, 1891","Family","Animalia","Arthropoda","Malacostraca","Decapoda","Benthesicymidae",,"Decapod",1,
2713,"Brachyura","urn:lsid:marinespecies.org:taxname:106673","Brachyura Latreille, 1802","Infraorder","Animalia","Arthropoda","Malacostraca","Decapoda",,,"Decapod",1,
2714,"Callianassidae","urn:lsid:marinespecies.org:taxname:106800","Callianassidae Dana, 1852","Family","Animalia","Arthropoda","Malacostraca","Decapoda","Callianassidae",,"Decapod",1,
2716,"Callinectes sapidus","urn:lsid:marinespecies.org:taxname:107379","Callinectes sapidus Rathbun, 1896","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Portunidae","Callinectes","Decapod",8,26794
2717,"Cancer","urn:lsid:marinespecies.org:taxname:106876","Cancer Linnaeus, 1758","Genus","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Decapod",1,
2718,"Cancer productus","urn:lsid:marinespecies.org:taxname:440382","Cancer productus Randall, 1840","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Decapod",3,27121
2719,"Cancridae","urn:lsid:marinespecies.org:taxname:106749","Cancridae Latreille, 1802","Family","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae",,"Decapod",1,
2721,"Caridea","urn:lsid:marinespecies.org:taxname:106674","Caridea Dana, 1852","Infraorder","Animalia","Arthropoda","Malacostraca","Decapoda",,,"Decapod",1,
2722,"Chaceon quinquedens","urn:lsid:marinespecies.org:taxname:158407","Chaceon quinquedens (Smith, 1879)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Geryonidae","Chaceon","Decapod",5,19471
2723,"Challengerosergia talismani","urn:lsid:marinespecies.org:taxname:1056495","Challengerosergia talismani (Barnard, 1947)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Sergestidae","Challengerosergia","Decapod",5,
2724,"Chionoecetes","urn:lsid:marinespecies.org:taxname:106898","Chionoecetes Krøyer, 1838","Genus","Animalia","Arthropoda","Malacostraca","Decapoda","Oregoniidae","Chionoecetes","Decapod",1,
2725,"Chionoecetes bairdi","urn:lsid:marinespecies.org:taxname:368558","Chionoecetes bairdi Rathbun, 1924","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Oregoniidae","Chionoecetes","Decapod",7,26935
2726,"Chionoecetes tanneri","urn:lsid:marinespecies.org:taxname:442165","Chionoecetes tanneri Rathbun, 1893","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Oregoniidae","Chionoecetes","Decapod",1,26937
2727,"Chlorotocoides","urn:lsid:marinespecies.org:taxname:514072","Chlorotocoides Kemp, 1925","Genus","Animalia","Arthropoda","Malacostraca","Decapoda","Pandalidae","Chlorotocoides","Decapod",1,
2729,"Chorismus antarcticus","urn:lsid:marinespecies.org:taxname:369214","Chorismus antarcticus (Pfeffer, 1887)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Hippolytidae","Chorismus","Decapod",14,20999
2730,"Crangon","urn:lsid:marinespecies.org:taxname:107007","Crangon Fabricius, 1798","Genus","Animalia","Arthropoda","Malacostraca","Decapoda","Crangonidae","Crangon","Decapod",6,
2731,"Crangon affinis","urn:lsid:marinespecies.org:taxname:246272","Crangon affinis De Haan, 1849","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Crangonidae","Crangon","Decapod",3,24963
2732,"Crangon alaskensis","urn:lsid:marinespecies.org:taxname:515542","Crangon alaskensis Lockington, 1877","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Crangonidae","Crangon","Decapod",1,24983
2733,"Crangon dalli","urn:lsid:marinespecies.org:taxname:254486","Crangon dalli Rathbun, 1902","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Crangonidae","Crangon","Decapod",1,25948
2734,"Crangon franciscorum","urn:lsid:marinespecies.org:taxname:241261","Crangon franciscorum Stimpson, 1856","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Crangonidae","Crangon","Decapod",1,26015
2735,"Crangon nigricauda","urn:lsid:marinespecies.org:taxname:515551","Crangon nigricauda Stimpson, 1856","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Crangonidae","Crangon","Decapod",1,25945
2736,"Crangonidae","urn:lsid:marinespecies.org:taxname:106782","Crangonidae Haworth, 1825","Family","Animalia","Arthropoda","Malacostraca","Decapoda","Crangonidae",,"Decapod",1,
2738,"Decapoda","urn:lsid:marinespecies.org:taxname:1130","Decapoda Latreille, 1802","Order","Animalia","Arthropoda","Malacostraca","Decapoda",,,"Decapod",1,
2741,"Deosergestes coalitus","urn:lsid:marinespecies.org:taxname:514116","Deosergestes coalitus (Burkenroad, 1940)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Sergestidae","Deosergestes","Decapod",2,
2742,"Deosergestes corniculum","urn:lsid:marinespecies.org:taxname:514117","Deosergestes corniculum (Krøyer, 1855)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Sergestidae","Deosergestes","Decapod",14,
2743,"Deosergestes henseni","urn:lsid:marinespecies.org:taxname:514121","Deosergestes henseni (Ortmann, 1893)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Sergestidae","Deosergestes","Decapod",15,
2744,"Deosergestes paraseminudus","urn:lsid:marinespecies.org:taxname:514123","Deosergestes paraseminudus (Crosnier & Forest, 1973)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Sergestidae","Deosergestes","Decapod",15,
2747,"Discorsopagurus schmitti","urn:lsid:marinespecies.org:taxname:366310","Discorsopagurus schmitti (Stevens, 1925)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Paguridae","Discorsopagurus","Decapod",3,26456
2749,"Elassochirus gilli","urn:lsid:marinespecies.org:taxname:366321","Elassochirus gilli (Benedict, 1892)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Paguridae","Elassochirus","Decapod",3,26454
2750,"Elassochirus tenuimanus","urn:lsid:marinespecies.org:taxname:366322","Elassochirus tenuimanus (Dana, 1851)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Paguridae","Elassochirus","Decapod",3,26452
2751,"Ephyrina","urn:lsid:marinespecies.org:taxname:107019","Ephyrina SI Smith, 1885","Genus","Animalia","Arthropoda","Malacostraca","Decapoda","Acanthephyridae","Ephyrina","Decapod",1,
2752,"Epialtidae","urn:lsid:marinespecies.org:taxname:196143","Epialtidae MacLeay, 1838","Family","Animalia","Arthropoda","Malacostraca","Decapoda","Epialtidae",,"Decapod",1,
2754,"Eualus","urn:lsid:marinespecies.org:taxname:106986","Eualus Thallwitz, 1891","Genus","Animalia","Arthropoda","Malacostraca","Decapoda","Thoridae","Eualus","Decapod",1,
2755,"Eualus gracilirostris","urn:lsid:marinespecies.org:taxname:515226","Eualus gracilirostris (Stimpson, 1860)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Thoridae","Eualus","Decapod",6,
2756,"Eualus suckleyi","urn:lsid:marinespecies.org:taxname:423366","Eualus suckleyi (Stimpson, 1864)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Thoridae","Eualus","Decapod",1,25669
2758,"Eusergestes arcticus","urn:lsid:marinespecies.org:taxname:515738","Eusergestes arcticus (Krøyer, 1855)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Sergestidae","Eusergestes","Decapod",19,25434
2759,"Eusergestes similis","urn:lsid:marinespecies.org:taxname:514127","Eusergestes similis (Hansen, 1903)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Sergestidae","Eusergestes","Decapod",21,25433
2762,"Fabia subquadrata","urn:lsid:marinespecies.org:taxname:445132","Fabia subquadrata Dana, 1851","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Pinnotheridae","Fabia","Decapod",3,27160
2764,"Funchalia villosa","urn:lsid:marinespecies.org:taxname:107100","Funchalia villosa (Bouvier, 1905)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Penaeidae","Funchalia","Decapod",7,25389
2765,"Galatheidae","urn:lsid:marinespecies.org:taxname:106733","Galatheidae Samouelle, 1819","Family","Animalia","Arthropoda","Malacostraca","Decapoda","Galatheidae",,"Decapod",1,
2767,"Gardinerosergia inequalis","urn:lsid:marinespecies.org:taxname:1056499","Gardinerosergia inequalis (Burkenroad, 1940)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Sergestidae","Gardinerosergia","Decapod",2,
2768,"Gardinerosergia splendens","urn:lsid:marinespecies.org:taxname:1056501","Gardinerosergia splendens (Sund, 1920)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Sergestidae","Gardinerosergia","Decapod",15,
2769,"Gennadas","urn:lsid:marinespecies.org:taxname:106813","Gennadas Spence Bate, 1881","Genus","Animalia","Arthropoda","Malacostraca","Decapoda","Benthesicymidae","Gennadas","Decapod",1,
2770,"Gennadas bouvieri","urn:lsid:marinespecies.org:taxname:240798","Gennadas bouvieri Kemp, 1909","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Benthesicymidae","Gennadas","Decapod",2,25528
2771,"Gennadas capensis","urn:lsid:marinespecies.org:taxname:107094","Gennadas capensis Calman, 1925","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Benthesicymidae","Gennadas","Decapod",5,25530
2772,"Gennadas incertus","urn:lsid:marinespecies.org:taxname:246164","Gennadas incertus (Balss, 1927)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Benthesicymidae","Gennadas","Decapod",2,13818
2773,"Gennadas parvus","urn:lsid:marinespecies.org:taxname:241273","Gennadas parvus Spence Bate, 1881","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Benthesicymidae","Gennadas","Decapod",2,13820
2774,"Gennadas propinquus","urn:lsid:marinespecies.org:taxname:377442","Gennadas propinquus Rathbun, 1906","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Benthesicymidae","Gennadas","Decapod",21,25532
2775,"Gennadas scutatus","urn:lsid:marinespecies.org:taxname:107096","Gennadas scutatus Bouvier, 1906","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Benthesicymidae","Gennadas","Decapod",5,25533
2776,"Gennadas valens","urn:lsid:marinespecies.org:taxname:107098","Gennadas valens (Smith, 1884)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Benthesicymidae","Gennadas","Decapod",18,25527
2781,"Glebocarcinus oregonensis","urn:lsid:marinespecies.org:taxname:440384","Glebocarcinus oregonensis (Dana, 1852)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Glebocarcinus","Decapod",3,26782
2782,"Glyphus","urn:lsid:marinespecies.org:taxname:107049","Glyphus Filhol, 1884","Genus","Animalia","Arthropoda","Malacostraca","Decapoda","Pasiphaeidae","Glyphus","Decapod",1,
2783,"Grapsidae","urn:lsid:marinespecies.org:taxname:106772","Grapsidae MacLeay, 1838","Family","Animalia","Arthropoda","Malacostraca","Decapoda","Grapsidae",,"Decapod",1,
2785,"Hadropenaeus","urn:lsid:marinespecies.org:taxname:206793","Hadropenaeus Pérez Farfante, 1977","Genus","Animalia","Arthropoda","Malacostraca","Decapoda","Solenoceridae","Hadropenaeus","Decapod",1,
2786,"Hemigrapsus","urn:lsid:marinespecies.org:taxname:106964","Hemigrapsus Dana, 1851","Genus","Animalia","Arthropoda","Malacostraca","Decapoda","Varunidae","Hemigrapsus","Decapod",1,
2787,"Hemigrapsus nudus","urn:lsid:marinespecies.org:taxname:444776","Hemigrapsus nudus (Dana, 1851)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Varunidae","Hemigrapsus","Decapod",5,27197
2788,"Hemigrapsus oregonensis","urn:lsid:marinespecies.org:taxname:444778","Hemigrapsus oregonensis (Dana, 1851)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Varunidae","Hemigrapsus","Decapod",5,27198
2790,"Heptacarpus kincaidi","urn:lsid:marinespecies.org:taxname:515256","Heptacarpus kincaidi (Rathbun, 1902)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Thoridae","Heptacarpus","Decapod",1,25822
2791,"Heptacarpus sitchensis","urn:lsid:marinespecies.org:taxname:515266","Heptacarpus sitchensis (Brandt, 1851)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Thoridae","Heptacarpus","Decapod",1,25824
2792,"Heptacarpus stylus","urn:lsid:marinespecies.org:taxname:515268","Heptacarpus stylus (Stimpson, 1864)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Thoridae","Heptacarpus","Decapod",1,25819
2793,"Heptacarpus tenuissimus","urn:lsid:marinespecies.org:taxname:515270","Heptacarpus tenuissimus Holmes, 1900","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Thoridae","Heptacarpus","Decapod",2,25829
2794,"Heptacarpus tridens","urn:lsid:marinespecies.org:taxname:515271","Heptacarpus tridens (Rathbun, 1902)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Thoridae","Heptacarpus","Decapod",2,25818
2795,"Heterocarpus","urn:lsid:marinespecies.org:taxname:107042","Heterocarpus A. Milne-Edwards, 1881","Genus","Animalia","Arthropoda","Malacostraca","Decapoda","Pandalidae","Heterocarpus","Decapod",1,
2798,"Hippolyte clarki","urn:lsid:marinespecies.org:taxname:515278","Hippolyte clarki Chace, 1951","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Hippolytidae","Hippolyte","Decapod",1,24639
2799,"Hippolytidae","urn:lsid:marinespecies.org:taxname:106777","Hippolytidae Spence Bate, 1888","Family","Animalia","Arthropoda","Malacostraca","Decapoda","Hippolytidae",,"Decapod",1,
2801,"Homarus americanus","urn:lsid:marinespecies.org:taxname:156134","Homarus americanus H. Milne Edwards, 1837","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Decapod",71,26021
2802,"Homarus gammarus","urn:lsid:marinespecies.org:taxname:107253","Homarus gammarus (Linnaeus, 1758)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Decapod",5,26022
2804,"Hyas araneus","urn:lsid:marinespecies.org:taxname:107322","Hyas araneus (Linnaeus, 1758)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Oregoniidae","Hyas","Decapod",41,26933
2805,"Hyas coarctatus","urn:lsid:marinespecies.org:taxname:107323","Hyas coarctatus Leach, 1815","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Oregoniidae","Hyas","Decapod",211,26932
2806,"Hyas lyratus","urn:lsid:marinespecies.org:taxname:442167","Hyas lyratus Dana, 1851","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Oregoniidae","Hyas","Decapod",4,26931
2807,"Hymenodora","urn:lsid:marinespecies.org:taxname:107021","Hymenodora Sars, 1877","Genus","Animalia","Arthropoda","Malacostraca","Decapoda","Acanthephyridae","Hymenodora","Decapod",3,
2808,"Hymenodora frontalis","urn:lsid:marinespecies.org:taxname:514273","Hymenodora frontalis Rathbun, 1902","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Acanthephyridae","Hymenodora","Decapod",19,25536
2809,"Hymenodora glacialis","urn:lsid:marinespecies.org:taxname:107590","Hymenodora glacialis (Buchholz, 1874)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Acanthephyridae","Hymenodora","Decapod",1,25535
2810,"Hymenodora gracilis","urn:lsid:marinespecies.org:taxname:107591","Hymenodora gracilis Smith, 1886","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Acanthephyridae","Hymenodora","Decapod",1,25537
2811,"Hymenopenaeus","urn:lsid:marinespecies.org:taxname:106825","Hymenopenaeus SI Smith, 1882","Genus","Animalia","Arthropoda","Malacostraca","Decapoda","Solenoceridae","Hymenopenaeus","Decapod",1,
2813,"Labidochirus splendescens","urn:lsid:marinespecies.org:taxname:248348","Labidochirus splendescens (Owen, 1839)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Paguridae","Labidochirus","Decapod",3,26455
2815,"Lebbeus grandimanus","urn:lsid:marinespecies.org:taxname:514541","Lebbeus grandimanus (Bražnikov, 1907)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Thoridae","Lebbeus","Decapod",1,24931
2816,"Lebbeus groenlandicus","urn:lsid:marinespecies.org:taxname:107520","Lebbeus groenlandicus (Fabricius, 1775)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Thoridae","Lebbeus","Decapod",1,24560
2817,"Leptochela","urn:lsid:marinespecies.org:taxname:107050","Leptochela Stimpson, 1860","Genus","Animalia","Arthropoda","Malacostraca","Decapoda","Pasiphaeidae","Leptochela","Decapod",7,
2818,"Leptochela gracilis","urn:lsid:marinespecies.org:taxname:585680","Leptochela gracilis Stimpson, 1860","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Pasiphaeidae","Leptochela","Decapod",3,24915
2820,"Linuparus somniosus","urn:lsid:marinespecies.org:taxname:210644","Linuparus somniosus Berry & George, 1972","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Palinuridae","Linuparus","Decapod",5,15018
2821,"Lissocrangon stylirostris","urn:lsid:marinespecies.org:taxname:515555","Lissocrangon stylirostris (Holmes, 1900)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Crangonidae","Lissocrangon","Decapod",1,25772
2822,"Lithodidae","urn:lsid:marinespecies.org:taxname:106737","Lithodidae Samouelle, 1819","Family","Animalia","Arthropoda","Malacostraca","Decapoda","Lithodidae",,"Decapod",1,
2824,"Lophopanopeus","urn:lsid:marinespecies.org:taxname:439514","Lophopanopeus Rathbun, 1898","Genus","Animalia","Arthropoda","Malacostraca","Decapoda","Panopeidae","Lophopanopeus","Decapod",1,
2825,"Lucensosergia lucens","urn:lsid:marinespecies.org:taxname:1056503","Lucensosergia lucens (Hansen, 1922)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Sergestidae","Lucensosergia","Decapod",3,25449
2826,"Lucifer","urn:lsid:marinespecies.org:taxname:106827","Lucifer Thompson, 1829","Genus","Animalia","Arthropoda","Malacostraca","Decapoda","Luciferidae","Lucifer","Decapod",114,
2827,"Lucifer typus","urn:lsid:marinespecies.org:taxname:107122","Lucifer typus H. Milne Edwards, 1837","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Luciferidae","Lucifer","Decapod",19,25431
2829,"Lysmata","urn:lsid:marinespecies.org:taxname:106992","Lysmata Risso, 1816","Genus","Animalia","Arthropoda","Malacostraca","Decapoda","Lysmatidae","Lysmata","Decapod",3,
2831,"Majidae","urn:lsid:marinespecies.org:taxname:106760","Majidae Samouelle, 1819","Family","Animalia","Arthropoda","Malacostraca","Decapoda","Majidae",,"Decapod",1,
2833,"Medaeus","urn:lsid:marinespecies.org:taxname:204257","Medaeus Dana, 1851","Genus","Animalia","Arthropoda","Malacostraca","Decapoda","Xanthidae","Medaeus","Decapod",1,
2834,"Meningodora","urn:lsid:marinespecies.org:taxname:107024","Meningodora SI Smith, 1882","Genus","Animalia","Arthropoda","Malacostraca","Decapoda","Acanthephyridae","Meningodora","Decapod",1,
2835,"Meningodora vesca","urn:lsid:marinespecies.org:taxname:107597","Meningodora vesca (Smith, 1886)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Acanthephyridae","Meningodora","Decapod",3,25553
2836,"Mesopenaeus","urn:lsid:marinespecies.org:taxname:377403","Mesopenaeus Pérez Farfante, 1977","Genus","Animalia","Arthropoda","Malacostraca","Decapoda","Solenoceridae","Mesopenaeus","Decapod",1,
2838,"Metacarcinus gracilis","urn:lsid:marinespecies.org:taxname:440387","Metacarcinus gracilis (Dana, 1852)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Metacarcinus","Decapod",4,166416
2839,"Metacarcinus magister","urn:lsid:marinespecies.org:taxname:440388","Metacarcinus magister (Dana, 1852)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Metacarcinus","Decapod",8,27124
2841,"Metacrangon spinosissima","urn:lsid:marinespecies.org:taxname:515581","Metacrangon spinosissima (Rathbun, 1902)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Crangonidae","Metacrangon","Decapod",1,25768
2842,"Munida","urn:lsid:marinespecies.org:taxname:106835","Munida Leach, 1820","Genus","Animalia","Arthropoda","Malacostraca","Decapoda","Munididae","Munida","Decapod",1,
2843,"Munida quadrispina","urn:lsid:marinespecies.org:taxname:392422","Munida quadrispina Benedict, 1902","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Munididae","Munida","Decapod",2,26531
2846,"Necora puber","urn:lsid:marinespecies.org:taxname:107398","Necora puber (Linnaeus, 1767)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Polybiidae","Necora","Decapod",5,83789
