"GZTD_taxonID","scientificName","acceptedNameUsageID","acceptedNameUsage","taxonRank","kingdom","phylum","class","order","family","genus","majorgroup","GZTD_nrecords","SpecCode"
2,"Acanthoscina","urn:lsid:marinespecies.org:taxname:101809","Acanthoscina Vosseler, 1900","Genus","Animalia","Arthropoda","Malacostraca","Amphipoda","Scinidae","Acanthoscina","Amphipod",1,
3,"Ameroculodes edwardsi","urn:lsid:marinespecies.org:taxname:547000","Ameroculodes edwardsi (Holmes, 1905)","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Oedicerotidae","Ameroculodes","Amphipod",1,20037
4,"Amphipoda","urn:lsid:marinespecies.org:taxname:1135","Amphipoda Latreille, 1816","Order","Animalia","Arthropoda","Malacostraca","Amphipoda",,,"Amphipod",2,
7,"Anchylomera blossevillei","urn:lsid:marinespecies.org:taxname:236613","Anchylomera blossevillei H. Milne Edwards, 1830","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Phrosinidae","Anchylomera","Amphipod",2,25190
8,"Anonyx","urn:lsid:marinespecies.org:taxname:101592","Anonyx Krøyer, 1838","Genus","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Anonyx","Amphipod",1,
13,"Atylus tridens","urn:lsid:marinespecies.org:taxname:488910","Atylus tridens (Alderman, 1936)","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Atylidae","Atylus","Amphipod",1,24075
15,"Batea catharinensis","urn:lsid:marinespecies.org:taxname:158032","Batea catharinensis Müller, 1865","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Bateidae","Batea","Amphipod",1,24085
17,"Brachyscelidae","urn:lsid:marinespecies.org:taxname:101414","Brachyscelidae Stephensen, 1923","Family","Animalia","Arthropoda","Malacostraca","Amphipoda","Brachyscelidae",,"Amphipod",1,
18,"Brachyscelus","urn:lsid:marinespecies.org:taxname:101792","Brachyscelus Spence Bate, 1861","Genus","Animalia","Arthropoda","Malacostraca","Amphipoda","Brachyscelidae","Brachyscelus","Amphipod",3,
19,"Brachyscelus crusculum","urn:lsid:marinespecies.org:taxname:103241","Brachyscelus crusculum Spence Bate, 1861","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Brachyscelidae","Brachyscelus","Amphipod",6,25215
20,"Brachyscelus globiceps","urn:lsid:marinespecies.org:taxname:236552","Brachyscelus globiceps (Claus, 1879)","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Brachyscelidae","Brachyscelus","Amphipod",3,25216
21,"Brachyscelus rapax","urn:lsid:marinespecies.org:taxname:236554","Brachyscelus rapax (Claus, 1871)","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Brachyscelidae","Brachyscelus","Amphipod",2,25219
24,"Calliopius","urn:lsid:marinespecies.org:taxname:101511","Calliopius Lilljeborg, 1865","Genus","Animalia","Arthropoda","Malacostraca","Amphipoda","Calliopiidae","Calliopius","Amphipod",1,
25,"Calliopius laeviusculus","urn:lsid:marinespecies.org:taxname:102178","Calliopius laeviusculus (Krøyer, 1838)","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Calliopiidae","Calliopius","Amphipod",290,23346
26,"Calliopius pacificus","urn:lsid:marinespecies.org:taxname:430720","Calliopius pacificus Bousfield & Hendrycks, 1997","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Calliopiidae","Calliopius","Amphipod",1,19995
28,"Caprella unica","urn:lsid:marinespecies.org:taxname:158160","Caprella unica Mayer, 1903","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Caprellidae","Caprella","Amphipod",1,23531
34,"Casco bigelowi","urn:lsid:marinespecies.org:taxname:158077","Casco bigelowi Blake, 1929","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Cheirocratidae","Casco","Amphipod",1,23815
36,"Cheloscina","urn:lsid:marinespecies.org:taxname:550712","Cheloscina Shih & Hendrycks, 1996","Genus","Animalia","Arthropoda","Malacostraca","Amphipoda","Mimonectidae","Cheloscina","Amphipod",1,
37,"Chevreuxiella","urn:lsid:marinespecies.org:taxname:237644","Chevreuxiella Stephensen, 1915","Genus","Animalia","Arthropoda","Malacostraca","Amphipoda","Thoriellidae","Chevreuxiella","Amphipod",1,
38,"Cleonardo","urn:lsid:marinespecies.org:taxname:101513","Cleonardo Stebbing, 1888","Genus","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Cleonardo","Amphipod",2,
39,"Cranocephalus","urn:lsid:marinespecies.org:taxname:236584","Cranocephalus Bovallius, 1890","Genus","Animalia","Arthropoda","Malacostraca","Amphipoda","Oxycephalidae","Cranocephalus","Amphipod",2,
40,"Cranocephalus scleroticus","urn:lsid:marinespecies.org:taxname:236585","Cranocephalus scleroticus (Streets, 1878)","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Oxycephalidae","Cranocephalus","Amphipod",2,19882
42,"Cyllopus","urn:lsid:marinespecies.org:taxname:325405","Cyllopus Dana, 1852","Genus","Animalia","Arthropoda","Malacostraca","Amphipoda","Cyllopodidae","Cyllopus","Amphipod",2,
43,"Cyllopus lucasii","urn:lsid:marinespecies.org:taxname:325406","Cyllopus lucasii Spence Bate, 1862","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Cyllopodidae","Cyllopus","Amphipod",4,19894
44,"Cyllopus magellanicus","urn:lsid:marinespecies.org:taxname:325407","Cyllopus magellanicus Dana, 1853","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Cyllopodidae","Cyllopus","Amphipod",3,24455
46,"Cyphocaris","urn:lsid:marinespecies.org:taxname:101603","Cyphocaris Boeck, 1871","Genus","Animalia","Arthropoda","Malacostraca","Amphipoda","Cyphocarididae","Cyphocaris","Amphipod",142,
47,"Cyphocaris anonyx","urn:lsid:marinespecies.org:taxname:102554","Cyphocaris anonyx Boeck, 1871","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Cyphocarididae","Cyphocaris","Amphipod",3,22762
48,"Cyphocaris challengeri","urn:lsid:marinespecies.org:taxname:428630","Cyphocaris challengeri Stebbing, 1888","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Cyphocarididae","Cyphocaris","Amphipod",60,22761
49,"Cyphocaris faurei","urn:lsid:marinespecies.org:taxname:214723","Cyphocaris faurei K.H. Barnard, 1916","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Cyphocarididae","Cyphocaris","Amphipod",5,20196
50,"Cyphocaris richardi","urn:lsid:marinespecies.org:taxname:102557","Cyphocaris richardi Chevreux, 1905","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Cyphocarididae","Cyphocaris","Amphipod",5,20197
52,"Cystisoma fabricii","urn:lsid:marinespecies.org:taxname:103243","Cystisoma fabricii Stebbing, 1888","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Cystisomatidae","Cystisoma","Amphipod",2,24456
55,"Dairella californica","urn:lsid:marinespecies.org:taxname:421612","Dairella californica (Bovallius, 1885)","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Dairellidae","Dairella","Amphipod",1,19869
57,"Danaella","urn:lsid:marinespecies.org:taxname:101604","Danaella Stephensen, 1925","Genus","Animalia","Arthropoda","Malacostraca","Amphipoda","Thoriellidae","Danaella","Amphipod",1,
58,"Deflexilodes intermedius","urn:lsid:marinespecies.org:taxname:547044","Deflexilodes intermedius (Shoemaker, 1930)","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Oedicerotidae","Deflexilodes","Amphipod",1,20041
60,"Dexamine thea","urn:lsid:marinespecies.org:taxname:102136","Dexamine thea Boeck, 1861","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Dexaminidae","Dexamine","Amphipod",1,24138
65,"Dyopedos","urn:lsid:marinespecies.org:taxname:101736","Dyopedos Spence Bate, 1857","Genus","Animalia","Arthropoda","Malacostraca","Amphipoda","Dulichiidae","Dyopedos","Amphipod",1,
67,"Eupronoe","urn:lsid:marinespecies.org:taxname:236626","Eupronoe Claus, 1879","Genus","Animalia","Arthropoda","Malacostraca","Amphipoda","Eupronoidae","Eupronoe","Amphipod",2,
68,"Eupronoe maculata","urn:lsid:marinespecies.org:taxname:236627","Eupronoe maculata Claus, 1879","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Eupronoidae","Eupronoe","Amphipod",2,25204
69,"Eupronoe minuta","urn:lsid:marinespecies.org:taxname:236628","Eupronoe minuta Claus, 1879","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Eupronoidae","Eupronoe","Amphipod",2,25205
74,"Eusirus","urn:lsid:marinespecies.org:taxname:101519","Eusirus Krøyer, 1845","Genus","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Eusirus","Amphipod",2,
75,"Eusirus antarcticus","urn:lsid:marinespecies.org:taxname:237719","Eusirus antarcticus Thomson, 1880","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Eusirus","Amphipod",5,20635
77,"Gibberosus","urn:lsid:marinespecies.org:taxname:390811","Gibberosus Thomas & Barnard, 1986","Genus","Animalia","Arthropoda","Malacostraca","Amphipoda","Megaluropidae","Gibberosus","Amphipod",1,
78,"Glossocephalus","urn:lsid:marinespecies.org:taxname:236586","Glossocephalus Bovallius, 1887","Genus","Animalia","Arthropoda","Malacostraca","Amphipoda","Oxycephalidae","Glossocephalus","Amphipod",2,
79,"Glossocephalus milneedwardsi","urn:lsid:marinespecies.org:taxname:236587","Glossocephalus milneedwardsi Bovallius, 1887","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Oxycephalidae","Glossocephalus","Amphipod",1,19883
82,"Hemityphis tenuimanus","urn:lsid:marinespecies.org:taxname:236619","Hemityphis tenuimanus Claus, 1879","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Platyscelidae","Hemityphis","Amphipod",31,130338
85,"Hyperia","urn:lsid:marinespecies.org:taxname:101796","Hyperia Latreille, 1823","Genus","Animalia","Arthropoda","Malacostraca","Amphipoda","Hyperiidae","Hyperia","Amphipod",12,
86,"Hyperia galba","urn:lsid:marinespecies.org:taxname:103251","Hyperia galba (Montagu, 1813)","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Hyperiidae","Hyperia","Amphipod",13,25147
87,"Hyperia gaudichaudii","urn:lsid:marinespecies.org:taxname:325380","Hyperia gaudichaudii H. Milne Edwards, 1840","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Hyperiidae","Hyperia","Amphipod",56,
88,"Hyperia medusarum","urn:lsid:marinespecies.org:taxname:103253","Hyperia medusarum (Müller, 1776)","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Hyperiidae","Hyperia","Amphipod",5,25148
89,"Hyperia spinigera","urn:lsid:marinespecies.org:taxname:103254","Hyperia spinigera Bovallius, 1889","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Hyperiidae","Hyperia","Amphipod",2,25149
90,"Hyperiella","urn:lsid:marinespecies.org:taxname:325378","Hyperiella Bovallius, 1887","Genus","Animalia","Arthropoda","Malacostraca","Amphipoda","Hyperiidae","Hyperiella","Amphipod",2,
91,"Hyperiella dilatata","urn:lsid:marinespecies.org:taxname:325383","Hyperiella dilatata Stebbing, 1888","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Hyperiidae","Hyperiella","Amphipod",3,25154
94,"Hyperioides longipes","urn:lsid:marinespecies.org:taxname:103255","Hyperioides longipes Chevreux, 1900","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Lestrigonidae","Hyperioides","Amphipod",2,25160
95,"Hyperoche","urn:lsid:marinespecies.org:taxname:101798","Hyperoche Bovallius, 1887","Genus","Animalia","Arthropoda","Malacostraca","Amphipoda","Hyperiidae","Hyperoche","Amphipod",5,
96,"Hyperoche mediterranea","urn:lsid:marinespecies.org:taxname:236561","Hyperoche mediterranea Senna, 1908","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Hyperiidae","Hyperoche","Amphipod",4,25162
97,"Hyperoche medusarum","urn:lsid:marinespecies.org:taxname:103256","Hyperoche medusarum (Kröyer, 1838)","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Hyperiidae","Hyperoche","Amphipod",16,25163
101,"Jassa","urn:lsid:marinespecies.org:taxname:101571","Jassa Leach, 1814","Genus","Animalia","Arthropoda","Malacostraca","Amphipoda","Ischyroceridae","Jassa","Amphipod",1,
102,"Jassa alonsoae","urn:lsid:marinespecies.org:taxname:237316","Jassa alonsoae Conlan, 1990","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Ischyroceridae","Jassa","Amphipod",2,153424
103,"Lanceola","urn:lsid:marinespecies.org:taxname:101801","Lanceola Say, 1818","Genus","Animalia","Arthropoda","Malacostraca","Amphipoda","Lanceolidae","Lanceola","Amphipod",6,
104,"Lanceola loveni","urn:lsid:marinespecies.org:taxname:103263","Lanceola loveni Bovallius, 1885","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Lanceolidae","Lanceola","Amphipod",2,24584
107,"Lestrigonidae","urn:lsid:marinespecies.org:taxname:414835","Lestrigonidae Zeidler, 2004","Family","Animalia","Arthropoda","Malacostraca","Amphipoda","Lestrigonidae",,"Amphipod",1,
108,"Lestrigonus","urn:lsid:marinespecies.org:taxname:180697","Lestrigonus H. Milne Edwards, 1830","Genus","Animalia","Arthropoda","Malacostraca","Amphipoda","Lestrigonidae","Lestrigonus","Amphipod",2,
109,"Lycaea","urn:lsid:marinespecies.org:taxname:158322","Lycaea Dana, 1852","Genus","Animalia","Arthropoda","Malacostraca","Amphipoda","Lycaeidae","Lycaea","Amphipod",4,
110,"Lycaea pachypoda","urn:lsid:marinespecies.org:taxname:236573","Lycaea pachypoda (Claus, 1879)","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Lycaeidae","Lycaea","Amphipod",1,130332
111,"Lycaea pulex","urn:lsid:marinespecies.org:taxname:158323","Lycaea pulex Marion, 1874","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Lycaeidae","Lycaea","Amphipod",2,25211
114,"Lycaeopsis","urn:lsid:marinespecies.org:taxname:236578","Lycaeopsis Claus, 1879","Genus","Animalia","Arthropoda","Malacostraca","Amphipoda","Lycaeopsidae","Lycaeopsis","Amphipod",2,
120,"Lysianopsis alba","urn:lsid:marinespecies.org:taxname:158036","Lysianopsis alba Holmes, 1903","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Lysianassidae","Lysianopsis","Amphipod",1,24730
121,"Megalanceola","urn:lsid:marinespecies.org:taxname:325363","Megalanceola Pirlot, 1935","Genus","Animalia","Arthropoda","Malacostraca","Amphipoda","Megalanceolidae","Megalanceola","Amphipod",1,
124,"Melphidippa","urn:lsid:marinespecies.org:taxname:101683","Melphidippa Boeck, 1871","Genus","Animalia","Arthropoda","Malacostraca","Amphipoda","Melphidippidae","Melphidippa","Amphipod",2,
127,"Mimonectes loveni","urn:lsid:marinespecies.org:taxname:103269","Mimonectes loveni Bovallius, 1885","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Mimonectidae","Mimonectes","Amphipod",2,25271
129,"Mimoscina","urn:lsid:marinespecies.org:taxname:325394","Mimoscina Pirlot, 1933","Genus","Animalia","Arthropoda","Malacostraca","Amphipoda","Mimoscinidae","Mimoscina","Amphipod",1,
136,"Opisa tridentata","urn:lsid:marinespecies.org:taxname:547481","Opisa tridentata Hurley, 1963","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Opisidae","Opisa","Amphipod",1,23551
138,"Orchomene","urn:lsid:marinespecies.org:taxname:101633","Orchomene Boeck, 1871","Genus","Animalia","Arthropoda","Malacostraca","Amphipoda","Tryphosidae","Orchomene","Amphipod",3,
139,"Orchomenella","urn:lsid:marinespecies.org:taxname:101634","Orchomenella Sars, 1890","Genus","Animalia","Arthropoda","Malacostraca","Amphipoda","Tryphosidae","Orchomenella","Amphipod",3,
140,"Orchomenella obtusa","urn:lsid:marinespecies.org:taxname:102695","Orchomenella obtusa (G.O. Sars, 1891)","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Tryphosidae","Orchomenella","Amphipod",1,23564
141,"Oxycephalidae","urn:lsid:marinespecies.org:taxname:196118","Oxycephalidae Dana, 1852","Family","Animalia","Arthropoda","Malacostraca","Amphipoda","Oxycephalidae",,"Amphipod",1,
142,"Oxycephalus","urn:lsid:marinespecies.org:taxname:206128","Oxycephalus H. Milne Edwards, 1830","Genus","Animalia","Arthropoda","Malacostraca","Amphipoda","Oxycephalidae","Oxycephalus","Amphipod",4,
143,"Oxycephalus clausi","urn:lsid:marinespecies.org:taxname:220731","Oxycephalus clausi Bovallius, 1887","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Oxycephalidae","Oxycephalus","Amphipod",2,25223
146,"Paracentromedon whero","urn:lsid:marinespecies.org:taxname:723921","Paracentromedon whero (Fenwick, 1983)","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Tryphosidae","Paracentromedon","Amphipod",2,
147,"Paradulichia","urn:lsid:marinespecies.org:taxname:101738","Paradulichia Boeck, 1871","Genus","Animalia","Arthropoda","Malacostraca","Amphipoda","Dulichiidae","Paradulichia","Amphipod",1,
148,"Paralycaea","urn:lsid:marinespecies.org:taxname:101808","Paralycaea Claus, 1879","Genus","Animalia","Arthropoda","Malacostraca","Amphipoda","Amphithyridae","Paralycaea","Amphipod",4,
150,"Parandania boecki","urn:lsid:marinespecies.org:taxname:214747","Parandania boecki (Stebbing, 1888)","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Stegocephalidae","Parandania","Amphipod",3,24914
152,"Paraphronima","urn:lsid:marinespecies.org:taxname:236595","Paraphronima Claus, 1879","Genus","Animalia","Arthropoda","Malacostraca","Amphipoda","Paraphronimidae","Paraphronima","Amphipod",4,
153,"Paraphronima crassipes","urn:lsid:marinespecies.org:taxname:236596","Paraphronima crassipes Claus, 1879","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Paraphronimidae","Paraphronima","Amphipod",6,24458
154,"Paraphronima gracilis","urn:lsid:marinespecies.org:taxname:236597","Paraphronima gracilis Claus, 1879","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Paraphronimidae","Paraphronima","Amphipod",4,24459
155,"Paraphronimidae","urn:lsid:marinespecies.org:taxname:236594","Paraphronimidae Bovallius, 1887","Family","Animalia","Arthropoda","Malacostraca","Amphipoda","Paraphronimidae",,"Amphipod",1,
156,"Parapronoe","urn:lsid:marinespecies.org:taxname:236629","Parapronoe Claus, 1879","Genus","Animalia","Arthropoda","Malacostraca","Amphipoda","Eupronoidae","Parapronoe","Amphipod",3,
157,"Parascelidae","urn:lsid:marinespecies.org:taxname:236598","Parascelidae Bovallius, 1887","Family","Animalia","Arthropoda","Malacostraca","Amphipoda","Parascelidae",,"Amphipod",1,
159,"Parascelus edwardsi","urn:lsid:marinespecies.org:taxname:236602","Parascelus edwardsi Claus, 1879","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Parascelidae","Parascelus","Amphipod",2,25264
161,"Patuki roperi","urn:lsid:marinespecies.org:taxname:489911","Patuki roperi Fenwick, 1983","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Exoedicerotidae","Patuki","Amphipod",2,
164,"Phronima","urn:lsid:marinespecies.org:taxname:101804","Phronima Latreille, 1802","Genus","Animalia","Arthropoda","Malacostraca","Amphipoda","Phronimidae","Phronima","Amphipod",6,
165,"Phronima atlantica","urn:lsid:marinespecies.org:taxname:103271","Phronima atlantica Guérin-Méneville, 1836","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Phronimidae","Phronima","Amphipod",4,25184
166,"Phronima sedentaria","urn:lsid:marinespecies.org:taxname:103272","Phronima sedentaria (Forskål, 1775)","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Phronimidae","Phronima","Amphipod",49,25183
167,"Phronima stebbingi","urn:lsid:marinespecies.org:taxname:236609","Phronima stebbingi Vosseler, 1901","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Phronimidae","Phronima","Amphipod",5,9960
169,"Phronimella elongata","urn:lsid:marinespecies.org:taxname:236611","Phronimella elongata (Claus, 1862)","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Phronimidae","Phronimella","Amphipod",1,25188
170,"Phronimidae","urn:lsid:marinespecies.org:taxname:101420","Phronimidae Rafinesque, 1815","Family","Animalia","Arthropoda","Malacostraca","Amphipoda","Phronimidae",,"Amphipod",1,
172,"Phronimopsis","urn:lsid:marinespecies.org:taxname:236571","Phronimopsis Claus, 1879","Genus","Animalia","Arthropoda","Malacostraca","Amphipoda","Lestrigonidae","Phronimopsis","Amphipod",2,
173,"Phronimopsis spinifera","urn:lsid:marinespecies.org:taxname:236572","Phronimopsis spinifera Claus, 1879","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Lestrigonidae","Phronimopsis","Amphipod",2,25178
175,"Phrosina semilunata","urn:lsid:marinespecies.org:taxname:103273","Phrosina semilunata Risso, 1822","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Phrosinidae","Phrosina","Amphipod",1,25189
176,"Phrosinidae","urn:lsid:marinespecies.org:taxname:101421","Phrosinidae Dana, 1852","Family","Animalia","Arthropoda","Malacostraca","Amphipoda","Phrosinidae",,"Amphipod",1,
179,"Platyscelidae","urn:lsid:marinespecies.org:taxname:101422","Platyscelidae Spence Bate, 1862","Family","Animalia","Arthropoda","Malacostraca","Amphipoda","Platyscelidae",,"Amphipod",1,
181,"Platyscelus","urn:lsid:marinespecies.org:taxname:101807","Platyscelus Spence Bate, 1861","Genus","Animalia","Arthropoda","Malacostraca","Amphipoda","Platyscelidae","Platyscelus","Amphipod",3,
182,"Platyscelus ovoides","urn:lsid:marinespecies.org:taxname:103275","Platyscelus ovoides (Risso, 1816)","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Platyscelidae","Platyscelus","Amphipod",1,9962
183,"Platyscelus serratulus","urn:lsid:marinespecies.org:taxname:236623","Platyscelus serratulus Stebbing, 1888","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Platyscelidae","Platyscelus","Amphipod",19,25255
185,"Pleustes (Pleustes) panoplus","urn:lsid:marinespecies.org:taxname:549692","Pleustes (Pleustes) panoplus (Krøyer, 1838)","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Pleustidae","Pleustes","Amphipod",6,
188,"Polycheria","urn:lsid:marinespecies.org:taxname:203865","Polycheria Haswell, 1879","Genus","Animalia","Arthropoda","Malacostraca","Amphipoda","Dexaminidae","Polycheria","Amphipod",1,
191,"Pontogeneia inermis","urn:lsid:marinespecies.org:taxname:102223","Pontogeneia inermis (Krøyer, 1838)","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Pontogeneiidae","Pontogeneia","Amphipod",1,23424
193,"Primno","urn:lsid:marinespecies.org:taxname:101806","Primno Guérin-Méneville, 1836","Genus","Animalia","Arthropoda","Malacostraca","Amphipoda","Phrosinidae","Primno","Amphipod",1,
194,"Primno abyssalis","urn:lsid:marinespecies.org:taxname:421603","Primno abyssalis (Bowman, 1968)","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Phrosinidae","Primno","Amphipod",87,19879
195,"Primno brevidens","urn:lsid:marinespecies.org:taxname:421604","Primno brevidens Bowman, 1978","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Phrosinidae","Primno","Amphipod",4,25194
196,"Primno evansi","urn:lsid:marinespecies.org:taxname:103274","Primno evansi Sheader, 1986","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Phrosinidae","Primno","Amphipod",1,9961
197,"Primno johnsoni","urn:lsid:marinespecies.org:taxname:421605","Primno johnsoni Bowman, 1978","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Phrosinidae","Primno","Amphipod",1,25195
198,"Primno macropa","urn:lsid:marinespecies.org:taxname:180759","Primno macropa Guérin-Méneville, 1836","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Phrosinidae","Primno","Amphipod",14,25191
199,"Pronoidae","urn:lsid:marinespecies.org:taxname:101423","Pronoidae Dana, 1852","Family","Animalia","Arthropoda","Malacostraca","Amphipoda","Pronoidae",,"Amphipod",1,
201,"Protophoxus australis","urn:lsid:marinespecies.org:taxname:549025","Protophoxus australis K.H. Barnard, 1930","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Phoxocephalidae","Protophoxus","Amphipod",2,163672
202,"Pseudocallisoma coecum","urn:lsid:marinespecies.org:taxname:852210","Pseudocallisoma coecum (Holmes, 1908)","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Scopelocheiridae","Pseudocallisoma","Amphipod",6,
203,"Pseudorchomene plebs","urn:lsid:marinespecies.org:taxname:597786","Pseudorchomene plebs (Hurley, 1965)","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Pseudorchomene","Amphipod",2,
205,"Rhabdosoma minor","urn:lsid:marinespecies.org:taxname:547496","Rhabdosoma minor Fage, 1954","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Oxycephalidae","Rhabdosoma","Amphipod",1,19886
206,"Rhachotropis","urn:lsid:marinespecies.org:taxname:101528","Rhachotropis S.I. Smith, 1883","Genus","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Rhachotropis","Amphipod",1,
207,"Rhachotropis oculata","urn:lsid:marinespecies.org:taxname:102240","Rhachotropis oculata (Hansen, 1888)","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Rhachotropis","Amphipod",1,22733
208,"Rhachotropis schellenbergi","urn:lsid:marinespecies.org:taxname:237667","Rhachotropis schellenbergi Andres, 1982","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Rhachotropis","Amphipod",3,
210,"Scina","urn:lsid:marinespecies.org:taxname:101810","Scina Prestandrea, 1833","Genus","Animalia","Arthropoda","Malacostraca","Amphipoda","Scinidae","Scina","Amphipod",2,
211,"Scina borealis","urn:lsid:marinespecies.org:taxname:103278","Scina borealis (G.O. Sars, 1883)","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Scinidae","Scina","Amphipod",8,25276
212,"Scina crassicornis","urn:lsid:marinespecies.org:taxname:103279","Scina crassicornis (Fabricius, 1775)","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Scinidae","Scina","Amphipod",23,9965
213,"Scina nana","urn:lsid:marinespecies.org:taxname:325398","Scina nana Wagler, 1926","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Scinidae","Scina","Amphipod",2,25287
214,"Scina rattrayi","urn:lsid:marinespecies.org:taxname:103283","Scina rattrayi Stebbing, 1895","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Scinidae","Scina","Amphipod",2,25283
215,"Scina rattrayi keilhacki","urn:lsid:marinespecies.org:taxname:325396","Scina rattrayi keilhacki Wagler, 1926","Subspecies","Animalia","Arthropoda","Malacostraca","Amphipoda","Scinidae","Scina","Amphipod",2,
219,"Scypholanceola","urn:lsid:marinespecies.org:taxname:180729","Scypholanceola Woltereck, 1905","Genus","Animalia","Arthropoda","Malacostraca","Amphipoda","Lanceolidae","Scypholanceola","Amphipod",1,
223,"Stilipes","urn:lsid:marinespecies.org:taxname:180644","Stilipes Holmes, 1908","Genus","Animalia","Arthropoda","Malacostraca","Amphipoda","Stilipedidae","Stilipes","Amphipod",1,
224,"Stilipes distinctus","urn:lsid:marinespecies.org:taxname:555430","Stilipes distinctus Holmes, 1908","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Stilipedidae","Stilipes","Amphipod",2,20559
225,"Streetsia","urn:lsid:marinespecies.org:taxname:236591","Streetsia Stebbing, 1888","Genus","Animalia","Arthropoda","Malacostraca","Amphipoda","Oxycephalidae","Streetsia","Amphipod",3,
